id,product,order_id,product_id,coupon
"532606","丹东黄蚬","882208","492","1500"
"206129","山核桃仁","882216","450","0"
"532657","新疆天山蜜杏","882224","647","0"
"532689","世界插画大展","882254","646","0"
"528923","红心火龙果","882279","326","1500"
"466992","夹心海苔","882280","514","0"
"530965","新疆天山蜜杏","882282","647","0"
"532723","净水器替换滤芯","882308","573","0"
"532728","南非红西柚","882310","502","0"
"439002","老盐金桔柠檬粉","882311","657","0"
"530776","夹心海苔","882316","514","1500"
"312820","生态巢蜜","882321","346","0"
"516616","重庆小面","882322","544","0"
"377537","多功能清洁膏","882332","564","1500"
"526918","南非红西柚","882353","502","0"
"522538","阳山湖景水蜜桃","882381","640","0"
"532795","枣想核你在一起","882396","417","0"
"532799","每日坚果","882405","348","1500"
"518719","红心火龙果","882406","326","1500"
"532800","巨无霸金奇异果","882411","314","1500"
"532808","每日坚果","882415","348","1500"
"532767","华盛顿车厘子","882422","636","0"
"532617","红心火龙果","882439","326","1500"
"529391","重庆小面","882455","544","0"
"532834","每日坚果","882462","348","1500"
"528834","海南桥沙地瓜","882483","610","0"
"532858","红心火龙果","882492","326","1500"
"411791","湖南米粉","882518","534","0"
"467277","丹东黄蚬","882520","492","1500"
"331633","泰国椰青","882537","505","0"
"521820","泰国椰青","882632","505","0"
"525214","泰国椰青","882646","505","0"
"532886","山楂优块","882668","512","0"
"532909","泰国椰青","882746","505","0"
"532804","泰国椰青","882752","505","0"
"428268","泰国椰青","882790","505","0"
"428268","泰国椰青","882790","505","0"
"348431","泰国椰青","882791","505","0"
"527916","泰国椰青","882792","505","0"
"518343","大荔冬枣","882796","634","0"
"532906","泰国椰青","882802","505","0"
"190423","丹东黄蚬","882815","492","1500"
"531070","大荔冬枣","882818","634","0"
"525758","泰国椰青","882821","505","0"
"532916","泰国椰青","882823","505","0"
"532934","泰国椰青","882825","505","0"
"517543","泰国椰青","882849","505","0"
"309328","海南桥沙地瓜","882858","610","0"
"519744","泰国椰青","882861","505","0"
"532951","泰国椰青","882867","505","0"
"532919","丹东黄蚬","882873","492","1500"
"420636","泰国椰青","882880","505","0"
"530053","泰国椰青","882882","505","0"
"532775","每日坚果","882888","348","1500"
"531914","大荔冬枣","882892","634","0"
"520804","泰国椰青","882905","505","0"
"531970","麻辣小龙虾","882939","595","0"
"532977","泰国椰青","882947","505","0"
"532157","阳山湖景水蜜桃","882950","640","0"
"482600","老盐金桔柠檬粉","882953","657","0"
"20789","泰国椰青","882966","505","1000"
"533000","海南桥沙地瓜","882968","610","0"
"420833","麻辣小海鲜","882992","566","0"
"420833","麻辣小海鲜","882992","566","0"
"533009","泰国椰青","883002","505","0"
"532972","泰国椰青","883009","505","1000"
"520174","丹东黄蚬","883019","492","1500"
"532979","世界插画大展","883051","646","0"
"522360","泰国椰青","883055","505","0"
"520382","泰国椰青","883057","505","0"
"533031","泰国椰青","883059","505","0"
"532224","麻辣小龙虾","883064","595","0"
"532967","泰国椰青","883094","505","0"
"468407","泰国椰青","883101","505","0"
"506956","泰国椰青","883107","505","0"
"461593","泰国椰青","883121","505","0"
"319936","安格斯牛仔骨","883140","660","0"
"529519","泰国椰青","883143","505","0"
"386887","新西兰红玫瑰苹果","883151","590","0"
"527028","泰国椰青","883173","505","0"
"523122","泰国椰青","883177","505","0"
"526976","山楂优块","883179","512","0"
"529401","海南桥沙地瓜","883189","610","0"
"532076","麻辣小龙虾","883192","595","0"
"526945","裸酸奶","883196","569","0"
"148486","泰国椰青","883204","505","0"
"450756","谷物营养粥","883206","664","0"
"526325","每日坚果","883210","348","1500"
"464936","泰国椰青","883230","505","0"
"526997","泰国椰青","883232","505","0"
"523105","泰国椰青","883238","505","0"
"400127","柳州螺蛳粉","883251","427","0"
"533016","泰国椰青","883254","505","0"
"527902","泰国椰青","883257","505","0"
"526985","泰国椰青","883262","505","0"
"533120","泰国椰青","883267","505","0"
"496917","泰国椰青","883274","505","0"
"496156","巨无霸金奇异果","883288","314","1500"
"511768","泰国椰青","883303","505","0"
"532963","手工清真牛肉酱","883318","409","0"
"530197","藜麦","883322","438","0"
"533125","每日坚果","883327","348","1500"
"532944","水精灵互动水杯","883328","612","0"
"354874","丹东黄蚬","883330","492","1500"
"509471","泰国椰青","883333","505","0"
"533166","泰国椰青","883340","505","0"
"533135","泰国椰青","883345","505","0"
"533178","甘肃鲜枸杞","883357","658","0"
"530312","麻辣小龙虾","883360","595","0"
"533129","泰国椰青","883361","505","0"
"520380","泰国椰青","883363","505","0"
"533154","泰国椰青","883371","505","0"
"533187","每日坚果","883388","348","0"
"173410","泰国椰青","883401","505","0"
"512613","泰国椰青","883416","505","0"
"522184","安格斯牛仔骨","883425","660","0"
"533209","泰国椰青","883431","505","0"
"515568","麻辣小龙虾","883444","595","0"
"533226","海南桥沙地瓜","883446","610","0"
"502144","每日坚果","883456","348","1500"
"360070","泰国椰青","883458","505","0"
"462394","红心火龙果","883465","326","0"
"525699","麻辣小龙虾","883467","595","0"
"533148","泰国椰青","883473","505","0"
"533256","泰国椰青","883482","505","0"
"533266","泰国椰青","883485","505","0"
"533271","海南桥沙地瓜","883498","610","0"
"399020","泰国椰青","883501","505","0"
"530696","麻辣小龙虾","883503","595","0"
"526935","泰国椰青","883515","505","0"
"378422","多功能清洁膏","883517","564","0"
"443218","安格斯牛仔骨","883528","660","0"
"533286","大荔冬枣","883529","634","0"
"527958","丹东黄蚬","883530","492","1500"
"533281","净水器替换滤芯","883531","573","0"
"365979","泰国椰青","883536","505","0"
"98547","麻辣小龙虾","883546","595","0"
"410276","麻辣小海鲜","883549","566","0"
"410276","麻辣小海鲜","883549","566","0"
"532747","泰国椰青","883551","505","0"
"409862","海南桥沙地瓜","883571","610","0"
"533296","海南桥沙地瓜","883576","610","0"
"533302","大荔冬枣","883578","634","0"
"531277","海南桥沙地瓜","883579","610","0"
"533273","海南桥沙地瓜","883586","610","0"
"533328","大荔冬枣","883599","634","0"
"405188","泰国椰青","883606","505","0"
"184987","大荔冬枣","883607","634","0"
"461570","泰国椰青","883618","505","0"
"492607","丹东黄蚬","883636","492","1500"
"533341","儿童便携水壶","883638","630","0"
"527372","大荔冬枣","883647","634","0"
"529809","海南桥沙地瓜","883651","610","0"
"293871","泰国椰青","883654","505","0"
"470078","泰国椰青","883655","505","0"
"530420","南非红西柚","883657","502","0"
"533293","泰国椰青","883661","505","0"
"533379","儿童便携水壶","883664","630","0"
"502126","大荔冬枣","883669","634","0"
"396817","泰国椰青","883670","505","0"
"422056","泰国椰青","883680","505","0"
"229600","大荔冬枣","883689","634","0"
"516514","泰国椰青","883707","505","0"
"532158","泰国椰青","883714","505","0"
"518653","泰国椰青","883723","505","0"
"533132","北极甜虾","883726","623","0"
"453870","泰国椰青","883734","505","0"
"531760","泰国椰青","883738","505","0"
"532286","泰国椰青","883751","505","0"
"502404","泰国椰青","883754","505","0"
"527940","猫山王速冻榴莲","883759","394","0"
"533427","大荔冬枣","883763","634","0"
"465890","海南桥沙地瓜","883765","610","0"
"532841","麻辣小龙虾","883768","595","0"
"529040","泰国椰青","883777","505","0"
"525783","泰国椰青","883780","505","0"
"533488","红心火龙果","883786","326","1500"
"20932","泰国椰青","883787","505","0"
"532503","夹心海苔","883790","514","1500"
"523896","丹东黄蚬","883793","492","1500"
"528266","丹东黄蚬","883794","492","1500"
"435611","便携榨汁神器","883810","557","0"
"521386","山楂优块","883813","512","0"
"507662","泰国椰青","883820","505","0"
"533499","泰国椰青","883827","505","0"
"532798","泰国椰青","883830","505","0"
"533511","大荔冬枣","883832","634","0"
"533445","红心火龙果","883837","326","1500"
"533522","海南桥沙地瓜","883854","610","0"
"533516","大荔冬枣","883876","634","0"
"522452","泰国椰青","883882","505","0"
"533533","泰国椰青","883895","505","0"
"533539","脆甜鲜玉米","883910","651","0"
"533542","海南桥沙地瓜","883922","610","0"
"533561","丹东黄蚬","883960","492","1500"
"533579","大荔冬枣","883967","634","0"
"219009","泰国椰青","883973","505","0"
"533544","泰国椰青","883978","505","0"
"533581","泰国椰青","883981","505","0"
"446499","每日坚果","883983","348","1500"
"214659","泰国椰青","884004","505","0"
"533597","麻辣小龙虾","884007","595","0"
"518964","泰国椰青","884009","505","0"
"533554","泰国椰青","884021","505","0"
"495105","夹心海苔","884034","514","1500"
"533621","丹东黄蚬","884039","492","1500"
"327575","椴树蜂蜜","884040","485","1000"
"529573","泰国椰青","884041","505","0"
"530725","泰国椰青","884045","505","0"
"261872","夹心海苔","884054","514","1500"
"477142","泰国椰青","884066","505","0"
"514156","泰国椰青","884070","505","0"
"531210","泰国椰青","884071","505","0"
"533658","每日坚果","884080","348","1500"
"514162","泰国椰青","884086","505","0"
"533655","每日坚果","884088","348","1500"
"510300","水精灵互动水杯","884091","612","0"
"516585","泰国椰青","884096","505","0"
"533482","山核桃仁","884110","450","0"
"450365","泰国椰青","884151","505","0"
"339107","泰国椰青","884155","505","0"
"496276","秘制牛肝菌","884170","540","0"
"251785","安格斯牛仔骨","884174","660","0"
"533654","红心火龙果","884176","326","1500"
"518216","泰国椰青","884181","505","0"
"26335","泰国椰青","884185","505","0"
"151950","乐纯希腊酸奶","884190","385","0"
"109036","大荔冬枣","884200","634","1000"
"533761","丹东黄蚬","884210","492","1500"
"532933","乐纯希腊酸奶","884214","385","0"
"518360","甘肃鲜枸杞","884281","658","0"
"533792","甘肃鲜枸杞","884284","658","0"
"146076","泰国椰青","884311","505","0"
"533807","海南桥沙地瓜","884328","610","0"
"533248","泰国椰青","884331","505","0"
"474230","每日坚果","884356","348","1500"
"533824","五彩野鸡蛋","884365","375","0"
"533505","麻辣小海鲜","884367","566","0"
"523135","有机绿宝石脆梨","884383","663","0"
"533819","多功能清洁膏","884390","564","1500"
"533849","乐纯希腊酸奶","884394","385","0"
"529230","丹东黄蚬","884396","492","1500"
"530747","泰国椰青","884410","505","0"
"533851","丹东黄蚬","884421","492","1500"
"533883","泰国椰青","884450","505","0"
"533150","乐纯希腊酸奶","884454","385","0"
"530710","泰国椰青","884460","505","0"
"523037","泰国椰青","884468","505","0"
"531593","南非红西柚","884480","502","0"
"506207","泰国椰青","884510","505","0"
"503885","捷克式熟酸奶","884528","662","0"
"474820","生态鲜腐竹","884533","528","0"
"517284","泰国椰青","884542","505","0"
"345963","海南桥沙地瓜","884543","610","0"
"533940","夹心海苔","884545","514","1500"
"113306","沁州黄小米","884555","424","0"
"329315","泰国椰青","884558","505","0"
"514754","泰国椰青","884559","505","0"
"531713","麻辣小龙虾","884564","595","0"
"533954","海南桥沙地瓜","884568","610","0"
"533970","丹东黄蚬","884582","492","0"
"533884","海南桥沙地瓜","884587","610","0"
"417149","冰糖木瓜","884596","652","0"
"365988","生态鲜腐竹","884604","528","0"
"80853","捷克式熟酸奶","884608","662","0"
"334166","泰国椰青","884616","505","0"
"533926","泰国椰青","884619","505","0"
"534006","丹东黄蚬","884635","492","1500"
"534035","丹东黄蚬","884648","492","1500"
"323999","捷克式熟酸奶","884649","662","0"
"524614","红心火龙果","884655","326","1500"
"345025","丹东黄蚬","884656","492","1500"
"503531","进口澳柑","884671","656","0"
"223575","泰国椰青","884675","505","0"
"534037","红心火龙果","884676","326","1500"
"342438","重庆小面","884681","544","0"
"532811","丹东黄蚬","884688","492","1500"
"534075","重庆小面","884691","544","0"
"534054","生态鲜腐竹","884698","528","0"
"529867","山楂优块","884703","512","0"
"533986","舟山带鱼","884704","392","0"
"357165","红心火龙果","884706","326","1500"
"533935","便携榨汁神器","884707","557","0"
"509028","麻辣小海鲜","884720","566","0"
"534104","乐纯希腊酸奶","884728","385","0"
"534111","山楂优块","884732","512","0"
"534072","泰国椰青","884733","505","0"
"534098","丹东黄蚬","884739","492","0"
"162815","老盐金桔柠檬粉","884747","657","0"
"153500","乐纯希腊酸奶","884749","385","0"
"533694","重庆小面","884752","544","0"
"162824","老盐金桔柠檬粉","884760","657","0"
"528270","安格斯牛仔骨","884766","660","0"
"534133","丹东黄蚬","884772","492","1500"
"529257","山楂优块","884783","512","0"
"195867","原味葵花籽","884786","642","0"
"532116","红心火龙果","884797","326","1500"
"174496","老盐金桔柠檬粉","884819","657","0"
"534185","乐纯希腊酸奶","884829","385","0"
"534196","乐纯希腊酸奶","884847","385","0"
"534195","巨无霸金奇异果","884850","314","1500"
"534190","丹东黄蚬","884852","492","1500"
"534201","乐纯希腊酸奶","884855","385","0"
"534202","乐纯希腊酸奶","884859","385","0"
"532037","麻辣小龙虾","884863","595","0"
"272250","泰国椰青","884867","505","0"
"524806","德国削皮刀","884893","586","0"
"534101","大荔冬枣","884910","634","0"
"476386","英国彩虹烘焙碗9件套","884912","666","0"
"534231","麻辣小龙虾","884928","595","0"
"500802","麻辣小龙虾","884931","595","0"
"534240","麻辣小龙虾","884940","595","0"
"393120","乐纯希腊酸奶","884957","385","0"
"365123","泰国椰青","884958","505","0"
"54667","大荔冬枣","884962","634","0"
"534281","丹东黄蚬","884974","492","1500"
"427795","重庆小面","884981","544","0"
"266360","老盐金桔柠檬粉","884998","657","0"
"534235","海南桥沙地瓜","885009","610","0"
"528411","丹东黄蚬","885014","492","1500"
"534259","丹东黄蚬","885027","492","1500"
"489914","泰国椰青","885030","505","0"
"420124","智利三文鱼","885039","462","0"
"446773","猫山王速冻榴莲","885056","394","0"
"534295","夹心海苔","885063","514","1500"
"236316","捷克式熟酸奶","885075","662","0"
"31201","麻辣小龙虾","885080","595","0"
"534331","新西兰进口花生酱","885084","669","0"
"534331","新西兰进口花生酱","885084","669","0"
"534335","泰国椰青","885086","505","0"
"526668","丹东黄蚬","885096","492","1500"
"366644","夹心海苔","885104","514","1500"
"524385","泰国椰青","885115","505","0"
"534363","泰国椰青","885125","505","0"
"456157","柳州螺蛳粉","885132","427","0"
"534380","泰国椰青","885146","505","0"
"534386","巨无霸金奇异果","885158","314","1500"
"532907","泰国椰青","885179","505","0"
"351010","柳州螺蛳粉","885186","427","0"
"532087","生态鲜腐竹","885188","528","0"
"534354","红心火龙果","885189","326","1500"
"533476","海南桥沙地瓜","885194","610","0"
"344310","五彩野鸡蛋","885209","375","0"
"194687","泰国椰青","885219","505","0"
"429669","南非红西柚","885248","502","0"
"321402","椴树蜂蜜","885250","485","1000"
"487663","泰国椰青","885259","505","0"
"532968","泰国椰青","885260","505","0"
"327782","麻辣小龙虾","885263","595","0"
"534457","原生竹浆本色纸","885271","635","0"
"492189","华盛顿车厘子","885276","636","0"
"441464","新西兰进口花生酱","885277","669","0"
"533908","脆甜鲜玉米","885280","651","0"
"530646","红心火龙果","885304","326","1500"
"501687","柳州螺蛳粉","885328","427","0"
"532204","原味葵花籽","885370","642","0"
"534492","泰国椰青","885371","505","0"
"295258","泰国椰青","885401","505","0"
"522347","泰国椰青","885410","505","0"
"534470","丹东黄蚬","885418","492","1500"
"534485","泰国椰青","885421","505","0"
"534481","红心火龙果","885427","326","1500"
"526581","泰国椰青","885431","505","0"
"534486","重庆小面","885438","544","0"
"534448","海南桥沙地瓜","885468","610","0"
"534528","泰国椰青","885502","505","0"
"534526","迁西甘栗仁","885510","577","0"
"298035","老盐金桔柠檬粉","885521","657","0"
"534549","丹东黄蚬","885529","492","1500"
"498070","泰国椰青","885546","505","0"
"522554","夹心海苔","885575","514","1500"
"92566","海南桥沙地瓜","885638","610","0"
"520667","麻辣小龙虾","885646","595","0"
"534599","泰国椰青","885653","505","0"
"534610","泰国椰青","885671","505","0"
"534619","海南桥沙地瓜","885676","610","0"
"511492","丹东黄蚬","885683","492","1500"
"534618","谷物营养粥","885695","664","0"
"420545","柳州螺蛳粉","885713","427","0"
"78631","丹东黄蚬","885717","492","1500"
"534642","泰国椰青","885718","505","0"
"534539","泰国椰青","885748","505","0"
"531877","夹心海苔","885756","514","1500"
"319317","英国彩虹烘焙碗9件套","885758","666","0"
"514699","泰国椰青","885764","505","0"
"534645","丹东黄蚬","885767","492","1500"
"533906","夹心海苔","885804","514","1500"
"534695","重庆小面","885810","544","0"
"534690","泰国椰青","885812","505","0"
"516232","智利三文鱼","885818","462","0"
"534708","巨无霸金奇异果","885835","314","1500"
"534685","红心火龙果","885837","326","1500"
"534677","山楂优块","885882","512","0"
"534726","巨无霸金奇异果","885890","314","1500"
"524096","多功能清洁膏","885905","564","0"
"534764","多功能清洁膏","885910","564","0"
"231514","泰国椰青","885918","505","0"
"521878","泰国椰青","885921","505","0"
"534779","重庆小面","885959","544","0"
"34464","柳州螺蛳粉","885961","427","0"
"534793","生态巢蜜","885963","346","0"
"393315","多功能清洁膏","885975","564","0"
"510416","麻辣小海鲜","885985","566","0"
"393443","生态鲜腐竹","886000","528","0"
"510044","丹东黄蚬","886022","492","1500"
"516570","红心火龙果","886023","326","1500"
"507644","泰国椰青","886024","505","0"
"534497","谷物营养粥","886026","664","0"
"349876","泰国椰青","886027","505","0"
"512100","泰国龙眼","886034","501","0"
"516571","红心火龙果","886036","326","1500"
"514694","红心火龙果","886037","326","1500"
"534838","泰国椰青","886039","505","0"
"516544","红心火龙果","886044","326","0"
"444814","重庆小面","886052","544","0"
"410902","加拿大油壶","886055","653","0"
"410902","加拿大油壶","886055","653","0"
"347876","泰国椰青","886056","505","0"
"534772","老盐金桔柠檬粉","886063","657","0"
"169570","泰国椰青","886068","505","0"
"534844","五彩野鸡蛋","886090","375","0"
"534813","红心火龙果","886096","326","1500"
"521662","泰国椰青","886099","505","0"
"515281","丹东黄蚬","886106","492","1500"
"517637","泰国椰青","886108","505","0"
"262183","老盐金桔柠檬粉","886114","657","0"
"366648","泰国椰青","886115","505","0"
"349599","丹东黄蚬","886119","492","1500"
"345820","老盐金桔柠檬粉","886134","657","0"
"465287","老盐金桔柠檬粉","886146","657","0"
"529778","泰国椰青","886150","505","0"
"313005","巨无霸金奇异果","886163","314","1500"
"534919","泰国椰青","886165","505","0"
"202394","捷克式熟酸奶","886188","662","0"
"534925","多功能清洁膏","886203","564","1500"
"31884","夹心海苔","886209","514","1500"
"534938","迁西甘栗仁","886212","577","0"
"534850","泰国椰青","886220","505","0"
"474499","每日坚果","886226","348","1500"
"534916","丹东黄蚬","886231","492","0"
"534929","每日坚果","886233","348","1500"
"18198","多功能清洁膏","886239","564","1500"
"419191","新西兰红玫瑰苹果","886260","590","0"
"534972","新西兰进口花生酱","886262","669","0"
"534935","丹东黄蚬","886286","492","1500"
"470859","夹心海苔","886292","514","1500"
"535008","麻辣小龙虾","886306","595","0"
"505042","泰国椰青","886326","505","0"
"535020","泰国椰青","886328","505","0"
"375617","重庆小面","886329","544","0"
"363573","海南桥沙地瓜","886337","610","0"
"535042","丹东黄蚬","886353","492","1500"
"535059","麻辣小龙虾","886361","595","0"
"378642","儿童便携水壶","886381","630","0"
"533662","泰国椰青","886383","505","0"
"132142","生态鲜腐竹","886393","528","0"
"535083","麻辣小龙虾","886415","595","0"
"329426","蔗汁红糖","886419","354","0"
"329426","蔗汁红糖","886419","354","0"
"362648","泰国椰青","886427","505","0"
"486321","进口超甜香蕉","886434","552","0"
"465834","生态巢蜜","886446","346","0"
"534944","丹东黄蚬","886458","492","1500"
"535134","老盐金桔柠檬粉","886460","657","0"
"535135","泰国椰青","886464","505","0"
"535153","麻辣小龙虾","886472","595","0"
"399073","重庆小面","886474","544","0"
"535149","湖南米粉","886478","534","0"
"535149","湖南米粉","886478","534","0"
